Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENST00000322989.8,104.36337669759463,1.16206769374662,0.21014887576818797,5.52973547680778,3.2071402838446686e-08,1.3644441281472662e-05
ENST00000527224.1,11.397874675886591,-4.78198648276545,0.8646958990200979,-5.530252298160031,3.19770538448912e-08,1.3644441281472662e-05
ENST00000360025.7,41.25236749151711,-1.4179422463895865,0.2574924568130062,-5.506733144494837,3.655537386844485e-08,1.5453668621322187e-05
ENST00000284601.4,1119.5761337024912,1.146608826520333,0.2086834815024807,5.4944877201826,3.9184618963203986e-08,1.646099018256759e-05
ENST00000400090.7,1377.4297456931715,0.4458865127207124,0.08116798380668327,5.4933791848603075,3.9431489289173294e-08,1.6461168097381504e-05
ENST00000394294.7,112.76535932053345,-0.9000122343148187,0.16390454060466134,-5.491075665107126,3.994931471470726e-08,1.6573754826423333e-05
ENST00000378088.1,252.5856159842897,-0.5906554187867162,0.10777199728201195,-5.480601953039073,4.238811680202094e-08,1.7476986874532018e-05
ENST00000409611.1,40.314841091650386,1.31803752378383,0.2408346659821861,5.47278988433219,4.430052569335793e-08,1.804273971440335e-05
ENST00000538218.2,19.71052682281932,-7.464139375506301,1.3638129964850294,-5.4729932877481815,4.4249687933799004e-08,1.804273971440335e-05
ENST00000344034.5,1356.9990735845474,-0.26201046236349973,0.04800582064084064,-5.457889457275438,4.8182746170011034e-08,1.9504959682907376e-05
ENST00000369738.9,268.04977081859073,0.7578884409928018,0.139136122275437,5.447100498405933,5.11975389080989e-08,2.0600532613419022e-05
ENST00000415428.5,494.23279937175056,0.6460664840757337,0.11868225149188578,5.4436655519625425,5.219517817887675e-08,2.075193292428508e-05
ENST00000466088.5,140.93969866705743,-0.827863142096877,0.15205970384595233,-5.444329570282231,5.2000864307055346e-08,2.075193292428508e-05
ENST00000521689.5,663.4322123841113,-1.4056421954853278,0.2586759070674392,-5.433989625940942,5.510778609697505e-08,2.178029268971214e-05
