Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,mRNA surveillance pathway,0.22014585865726033,0.8633571004065034,7.674419e-01,9.010238e-01,1.000000e+00,17/86,19.64%,PPP2R3A;MSI1;CSTF2T;PPP2R5A;CPSF3;SMG5;CPSF6;DAZAP1;CASC3;PPP2R5E;PPP2R5B;CPSF7;WDR82;PAPOLA;NXT2;ALYREF;PPP1CB
prerank,Human cytomegalovirus infection,0.1993579555866328,0.8623852493868248,8.384401e-01,8.970616e-01,1.000000e+00,18/172,10.28%,ADCY9;CX3CL1;CCND1;GNG3;GNG7;PPP3R1;E2F2;NRAS;MAPK13;NFATC2;CREB3L2;MAPK3;CASP9;PTGER3;CALR;PIK3CB;STING1;PLCB2
prerank,Thiamine metabolism,-0.3608645893222402,-0.8613574432292439,6.317568e-01,9.946245e-01,1.000000e+00,3/12,8.30%,ALPP;AK8;ALPL
prerank,Small cell lung cancer,-0.23090744898504906,-0.8594162299300863,7.451299e-01,9.902512e-01,1.000000e+00,21/85,23.86%,RXRA;COL4A4;LAMC2;GADD45G;CDKN2B;LAMA1;COL4A3;LAMA5;PTEN;CDKN1A;TP53;RARB;BAX;COL4A5;LAMB4;LAMB2;PIK3R2;RELA;GADD45A;CASP3;FN1
prerank,Parkinson disease,0.19196421860997975,0.8593147336562559,8.781250e-01,8.984499e-01,1.000000e+00,54/212,22.11%,SLC25A4;COX8A;MAOB;LRRK2;UQCR11;COX7B;PPIF;TUBA8;UQCRQ;NDUFS6;TUBB1;COX5A;NDUFS5;GPR37;UQCRHL;NDUFA1;CASP9;NDUFB6;COX6B1;SDHB;ATP5F1E;NDUFB5;CAMK2A;VDAC3;TXN2;PSMB7;NDUFAB1;NDUFB1;ITPR1;SDHC;PSMC1;UQCR10;NDUFC2;ATP5PB;COX6A1;COX5B;PSMA2;COX7A2L;SEM1;DUSP1;TRAP1;PLCG1;ATP5PF;TUBB2A;APAF1;COX6C;CALM3;NDUFS7;PSMC3;ATP5PO;NDUFC2-KCTD14;NDUFB7;RYR3;COX7C
prerank,Glycerolipid metabolism,-0.26022514775787126,-0.8583001305244241,6.951424e-01,9.833942e-01,1.000000e+00,16/49,25.26%,AKR1B1;AKR1B10;AKR1A1;ALDH9A1;AGPAT2;PNPLA2;PNPLA3;LIPG;ALDH2;DGKG;DGKI;PLPP5;DGKZ;LPIN3;LPL;ALDH1B1
prerank,Epstein-Barr virus infection,0.2014434193490234,0.857452772449565,8.491620e-01,8.962004e-01,1.000000e+00,25/150,16.62%,JUN;CCND1;E2F2;CD44;TAB1;MAPK13;CCNA2;ICAM1;IKBKE;JAK3;CASP9;CALR;PIK3CB;CDKN1B;SAP30;OAS1;RB1;TRAF3;PSMC1;TRAF6;B2M;BAK1;ENTPD1;HLA-DPB1;HDAC1
prerank,Tight junction,-0.21851730716547155,-0.8563002660542431,8.005997e-01,9.790043e-01,1.000000e+00,20/133,13.36%,CLDN15;F11R;EPB41L4B;CLDN3;CLDN7;ACTB;CLDN1;HSPA4;CLDN4;ARPC3;IGSF5;ACTN1;ARPC1A;TUBA4A;ACTG1;MICALL2;EZR;RAB13;MYL12B;CLDN23
prerank,ABC transporters,0.26455624146933127,0.856184675640928,6.805556e-01,8.927574e-01,1.000000e+00,5/30,7.38%,ABCC1;ABCC11;ABCD2;ABCC9;ABCA1
prerank,DNA replication,0.2605563881826031,0.8548532278584035,7.188264e-01,8.893711e-01,1.000000e+00,7/35,17.19%,DNA2;MCM6;MCM5;RNASEH1;RFC5;PRIM1;RPA3
prerank,Sulfur metabolism,-0.3692911813245852,-0.8534692417725895,6.642468e-01,9.769989e-01,1.000000e+00,5/10,29.86%,PAPSS1;ETHE1;MPST;BPNT2;SUOX
prerank,Long-term potentiation,0.23567962606207973,0.8520155057616403,7.406417e-01,8.894200e-01,1.000000e+00,15/52,21.76%,PPP3R1;NRAS;MAPK3;PLCB2;CAMK2A;ITPR1;GRIN2A;GRIA1;PPP1R1A;RAPGEF3;PPP1CB;CALM3;MAP2K1;RAP1A;PLCB3
prerank,Taste transduction,-0.303937487217647,-0.847575015727944,6.700337e-01,9.825581e-01,1.000000e+00,3/22,9.30%,ASIC2;P2RY1;SCN9A
prerank,Protein processing in endoplasmic reticulum,-0.21147696312486225,-0.8467555607056528,8.383234e-01,9.756577e-01,1.000000e+00,56/160,32.21%,TXNDC5;HSPA2;DDIT3;DNAJA1;DNAJC1;HSPH1;SEC61B;ATF4;RPN2;UBE2J1;ERP29;CAPN2;SSR4;EIF2AK3;DERL1;FBXO6;SELENOS;SEC31B;DNAJB11;UBE2G2;PLAA;BAX;HSP90AB1;DDOST;CKAP4;RAD23A;SEC24D;RPN1;PREB;UBQLN1;HSP90AA1;SIL1;LMAN2;UBXN2A;NSFL1C;HERPUD1;PDIA4;SEC61A2;DERL3;TUSC3;MAP3K5;SEC23B;SEC61A1;SEC13;STUB1;NFE2L2;MOGS;EIF2S1;P4HB;VCP;ERN1;SAR1A;PDIA6;ATF6B;RRBP1;UBE2G1
prerank,Sphingolipid metabolism,-0.26413755779818393,-0.8453237908922719,7.281879e-01,9.699630e-01,1.000000e+00,8/41,14.32%,UGT8;PSAP;GAL3ST1;NEU1;GBA2;ARSA;CERS5;SPHK2
prerank,Cysteine and methionine metabolism,0.2515299663179633,0.8437901111300702,7.306733e-01,9.012323e-01,1.000000e+00,5/39,9.97%,MAT1A;LDHA;CDO1;PHGDH;GCLC
prerank,Salmonella infection,-0.20304351622269973,-0.8400648420814524,8.612303e-01,9.725762e-01,1.000000e+00,52/210,24.04%,S100A10;VPS18;SNX33;ACTB;MYL7;MYL5;ELMO1;ARPC3;CYFIP1;PFN4;ARPC1A;TUBA4A;TCF7L1;KLC3;ACTG1;FLNA;RALA;CYTH2;RAB9A;MYL12B;IRAK4;FADD;RRAS;ANXA2;DYNC1I1;TNFRSF10A;TLR5;BAX;EXOC2;VPS11;TUBB6;MYL12A;FLNB;HSP90AB1;HSP90AA1;ARPC5L;ACTR3;WASL;DYNLRB1;TNFRSF10B;MAPK12;ARHGEF26;RELA;ACBD3;PODXL;RHOG;PAK1;TXN;CASP3;FHOD1;ACTR1A;RIPK2
prerank,Drug metabolism,-0.24602125873455466,-0.8386460671094588,7.528830e-01,9.669137e-01,1.000000e+00,18/55,22.84%,TPMT;MGST1;UPP1;FMO5;NME4;GSTT2B;CYP3A5;CES2;TYMP;GSTP1;CES1;GSTO2;GSTK1;GUSB;CYP2C8;UCKL1;ADH5;GSTM1
prerank,Hepatitis C,-0.216390282316347,-0.8350357040501065,8.406677e-01,9.658847e-01,1.000000e+00,18/116,15.40%,CLDN15;RXRA;CLDN3;CLDN7;CLDN1;RNASEL;CLDN4;MX1;YWHAB;LDLR;EIF2AK3;FADD;CLDN23;CDKN1A;EGF;TP53;BAX;KRAS
prerank,D-Glutamine and D-glutamate metabolism,0.41734037812718827,0.8318620344249347,6.513158e-01,9.192778e-01,1.000000e+00,5/5,58.28%,DGLUCY;GLS;GLS2;GLUD1;GLUD2
prerank,mTOR signaling pathway,-0.21219867080078078,-0.8309474698664038,8.357988e-01,9.657383e-01,1.000000e+00,44/135,28.62%,FZD5;EIF4EBP1;SLC7A5;ATP6V1B2;SESN2;ULK1;WNT4;ATP6V1C2;FZD2;RRAGA;RNF152;FZD8;ATP6V1A;RHEB;WNT9A;DVL2;ATP6V1G1;PTEN;CAB39L;SLC3A2;RPS6KA1;PRKCA;KRAS;TELO2;PRKAA1;PIK3R2;ATP6V1F;RRAGC;FLCN;FNIP1;STRADB;EIF4E2;DVL3;LPIN3;BRAF;SEC13;ATP6V1E1;WNT3;HRAS;AKT1;SGK1;LAMTOR3;RPS6KB2;TNFRSF1A
prerank,Olfactory transduction,-0.2586345543134723,-0.824480254289344,7.433333e-01,9.707420e-01,1.000000e+00,11/38,22.47%,ARRB1;GRK3;RGS2;GRK2;OR11G2;OR2W3;OR6C74;CALM1;OR7A17;CALM2;SLC24A4
prerank,Inflammatory mediator regulation of TRP channels,0.21808985851686544,0.8168279303737466,8.630491e-01,9.422775e-01,1.000000e+00,4/67,3.50%,ADCY9;TRPA1;PRKCE;MAPK13
prerank,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,-0.28224405755149684,-0.8152907731122964,7.440273e-01,9.810562e-01,1.000000e+00,13/25,43.87%,PIGM;DPM2;PIGQ;PIGW;PIGK;PIGG;PIGB;GPAA1;PIGS;PIGT;PIGO;MPPE1;PIGL
prerank,Amyotrophic lateral sclerosis,0.17654059676368788,0.8140950417094421,9.858156e-01,9.409054e-01,1.000000e+00,66/301,20.62%,PPP3R1;COX8A;NUP153;NUP205;UQCR11;MAPK13;NEFL;COX7B;CHCHD10;TUBA8;UQCRQ;NDUFS6;GPX7;TUBB1;UBQLN2;NDC1;NUP188;COX5A;NDUFS5;ATG2B;UQCRHL;NDUFA1;CASP9;SRSF3;NEFM;SETX;PIK3R4;NDUFB6;COX6B1;SDHB;ATP5F1E;ULK2;NDUFB5;DNAH14;PSMB7;NDUFAB1;NDUFB1;HAP1;SMCR8;SDHC;NUP210;PSMC1;UQCR10;NDUFC2;GRIN2A;ATP5PB;COX6A1;COX5B;PSMA2;GRIA1;UBQLN4;COX7A2L;SEM1;ATG2A;NXT2;ATP5PF;TUBB2A;ALYREF;APAF1;TOMM40L;BAD;COX6C;NDUFS7;GPX1;DCTN4;PSMC3
prerank,Chemokine signaling pathway,0.1940410149332243,0.8115613263321632,9.055556e-01,9.394853e-01,1.000000e+00,16/124,12.64%,ADCY9;CX3CL1;GNG3;GNG7;NRAS;SHC3;DOCK2;XCL1;JAK3;ARRB2;MAPK3;PIK3CB;PLCB2;CDC42;GRK5;CRKL
prerank,RNA polymerase,-0.26947966256681977,-0.8112751294954617,7.595357e-01,9.803441e-01,1.000000e+00,9/31,29.11%,POLR1F;POLR2J3;POLR2L;POLR2J2;POLR2H;POLR1H;POLR1D;POLR3K;POLR1C
prerank,Thyroid hormone synthesis,-0.2397871227142756,-0.8100276800616943,7.770270e-01,9.741852e-01,1.000000e+00,5/55,3.24%,CREB3;GPX3;CREB3L1;ITPR2;TTR
prerank,Various types of N-glycan biosynthesis,0.24553361638934457,0.8080245526085625,7.710843e-01,9.397498e-01,1.000000e+00,4/36,6.31%,B4GALT1;MAN1A1;B4GALNT4;B4GALNT3
prerank,Histidine metabolism,-0.3258700155666687,-0.8003885477713982,7.539543e-01,9.833581e-01,1.000000e+00,6/14,25.26%,ALDH9A1;HNMT;CNDP2;ALDH2;FTCD;ALDH1B1
prerank,Base excision repair,0.2445162277334179,0.7977834405785964,7.900262e-01,9.505756e-01,1.000000e+00,1/33,0.15%,PARP4
prerank,NOD-like receptor signaling pathway,0.19459068660111847,0.7971373627306734,9.126506e-01,9.454246e-01,1.000000e+00,25/114,21.76%,JUN;TAB1;MAPK13;IKBKE;MAPK3;NLRP1;STING1;PLCB2;YWHAE;OAS1;VDAC3;TXN2;TRAF3;PKN1;ITPR1;TRAF6;TXNIP;IFI16;NAMPT;NFKBIA;TAB2;ERBIN;CARD8;CCL2;PLCB3
prerank,"Glycine, serine and threonine metabolism",-0.2686866832542033,-0.7959822914464724,7.715736e-01,9.826386e-01,1.000000e+00,8/29,23.11%,AOC2;PSAT1;PIPOX;ALAS1;GRHPR;GCAT;GLDC;PGAM2
prerank,NF-kappa B signaling pathway,-0.22527006265669025,-0.7954735681241921,8.423645e-01,9.754098e-01,1.000000e+00,8/64,14.54%,RELB;GADD45G;CCL21;MAP3K14;IRAK4;CSNK2B;CARD14;EDA
prerank,Cholesterol metabolism,-0.258956277340671,-0.7938774167160825,7.816092e-01,9.700991e-01,1.000000e+00,12/35,24.88%,LDLRAP1;LRPAP1;ABCB11;APOE;LDLR;LIPG;APOA4;LRP2;LIPA;SOAT1;STAR;LPL
prerank,Rheumatoid arthritis,-0.245986741311153,-0.7905799101919376,8.330465e-01,9.678084e-01,1.000000e+00,14/40,24.81%,ATP6V1B2;IL11;ATP6V1C2;ATP6V0B;ATP6V1A;ATP6V1G1;ATP6V0D1;CCL5;CTSL;ATP6V1F;CXCL12;CTSK;TGFB1;HLA-DMA
prerank,Transcriptional misregulation in cancer,-0.20241152257674092,-0.7882755818237319,9.023622e-01,9.637257e-01,1.000000e+00,27/123,24.82%,RXRA;GADD45G;H3C6;DDIT3;MLLT1;IGFBP3;H3C10;GRIA3;MAF;HMGA2;CDKN1A;NGFR;TP53;BAX;CEBPA;PLAT;NTRK1;PER2;RELA;PML;GADD45A;CDK9;NCOR1;JUP;FOXO1;TCF3;KLF3
prerank,Pancreatic cancer,0.2060074781174025,0.7818864791873167,8.794872e-01,9.627146e-01,1.000000e+00,16/74,21.22%,CCND1;E2F2;TGFB2;MAPK3;CASP9;PIK3CB;ARHGEF6;CDC42;RB1;BRCA2;BAK1;VEGFA;ERBB2;BAD;MAP2K1;PLD1
prerank,RNA transport,-0.19543909627348982,-0.7818381412073054,9.324324e-01,9.657194e-01,1.000000e+00,60/153,36.26%,EIF4EBP3;EIF4EBP1;GEMIN6;RNU1-1;RPP25;EIF1B;CYFIP1;POP5;PNN;POP1;STRAP;NXT1;EIF2B2;UPF2;THOC3;PHAX;EIF5;EIF2S2;EIF2B4;EIF3H;EIF3D;NXF1;EIF2B5;RANBP2;NCBP2;EIF3G;EIF4E2;RAE1;POP4;SEC13;PAIP1;EIF3F;THOC7;SMN2;AAAS;RPP25L;RNPS1;RBM8A;EIF2S1;GEMIN7;RPP40;NUP93;ELAC1;ELAC2;EIF3B;THOC1;EIF3C;SENP2;EEF1A1;POP7;EIF4A3;THOC6;EIF4B;THOC2;CLNS1A;PYM1;RPP38;NMD3;NUP50;SRRM1
prerank,Adherens junction,-0.22387692119114344,-0.7816630285340188,8.583062e-01,9.583137e-01,1.000000e+00,11/66,18.69%,ACTB;IQGAP1;CTNNA1;ACTN1;TCF7L1;ACTG1;CSNK2B;PTPRJ;NECTIN2;NECTIN1;WASL
prerank,"Alanine, aspartate and glutamate metabolism",-0.26180407381816245,-0.7724580000078828,8.265993e-01,9.643008e-01,1.000000e+00,5/27,14.45%,PPAT;GAD1;ASS1;ALDH4A1;GOT1
prerank,Proximal tubule bicarbonate reclamation,0.2703894345476161,0.7720779754615112,8.156028e-01,9.696405e-01,1.000000e+00,5/19,17.20%,AQP1;SLC9A3;ATP1B2;ATP1B4;SLC4A4
prerank,Galactose metabolism,0.25709221275979605,0.7676492658783991,8.133641e-01,9.691903e-01,1.000000e+00,5/22,12.82%,B4GALT1;HK2;PGM2;GALK1;PGM1
prerank,Vasopressin-regulated water reabsorption,0.2304894875613535,0.7659260311965967,8.284424e-01,9.650428e-01,1.000000e+00,3/37,6.90%,ADCY9;DYNC2H1;CREB3L2
prerank,Peroxisome,-0.21638469833326043,-0.7617019956894936,8.848000e-01,9.716775e-01,1.000000e+00,20/69,25.24%,PRDX1;MPV17L2;ACOX2;ACAA1;PIPOX;PAOX;ABCD3;ABCD1;MVK;MLYCD;GSTK1;PEX16;DECR2;ABCD4;PRDX5;ECH1;ECI2;MPV17L;ACSL1;CRAT
prerank,Chagas disease,0.20054017006425437,0.7573526996941455,9.124668e-01,9.691571e-01,1.000000e+00,11/69,14.87%,JUN;MAPK13;TGFB2;MAPK3;IFNGR2;CALR;PIK3CB;PLCB2;ACE;GNAO1;TRAF6
prerank,Endometrial cancer,0.21136654443482625,0.7543272209886748,9.253731e-01,9.665737e-01,1.000000e+00,6/57,9.79%,CCND1;NRAS;CTNNA2;MAPK3;CASP9;PIK3CB
prerank,Pyrimidine metabolism,0.21234839703945835,0.7485481768205403,8.785714e-01,9.671526e-01,1.000000e+00,10/47,18.29%,TK1;DUT;RRM1;DCTPP1;DCK;ENTPD5;ENPP3;RRM2;ENTPD1;CTPS2
prerank,Nicotine addiction,0.2798232888762224,0.7458255662465592,7.990544e-01,9.640504e-01,1.000000e+00,7/14,19.82%,GABRB2;GABRA2;GABRE;GRIN3B;GRIN2A;GRIA1;GRIA4
prerank,Nucleotide excision repair,-0.22692350158795882,-0.7338045007904463,8.752000e-01,9.967845e-01,1.000000e+00,16/45,32.98%,CETN2;POLD4;GTF2H1;RAD23A;PCNA;ERCC5;CCNH;GTF2H4;GTF2H2;CDK7;GTF2H2C;RFC1;ERCC3;DDB2;RPA2;POLE4
prerank,Homologous recombination,0.2119310921613176,0.7106752888023965,9.265403e-01,9.900953e-01,1.000000e+00,8/39,19.46%,BRIP1;TOPBP1;BRCA2;RAD54L;RPA3;SEM1;TOP3A;MRE11
prerank,Bacterial invasion of epithelial cells,-0.19796978119496378,-0.7086254254357841,9.461173e-01,1.000000e+00,1.000000e+00,8/71,9.66%,ACTB;ELMO1;CTNNA1;CRK;SHC2;ARPC3;ARPC1A;ACTG1
prerank,Spinocerebellar ataxia,-0.1826087831882245,-0.7052792402565686,9.689922e-01,1.000000e+00,1.000000e+00,39/123,30.15%,ITPR2;PSMB2;ULK1;PSMD6;ATP2A1;NFYA;GRIA3;KCND3;WIPI2;NRBF2;PSMA5;PSMC5;PRKCA;GNAQ;GTF2B;RELN;PSMB1;PSMC6;NOP56;PSMD8;GRIN2D;BECN1;SLC25A5;ADRM1;PIK3R2;DAB1;PSMD2;ATG13;WIPI1;PSMC4;MAP3K5;PSMA7;PSMB6;AKT1;PSMD7;VLDLR;KCNC3;ERN1;PSMC2
prerank,Primary bile acid biosynthesis,0.2863189500117196,0.70334845242902,8.246014e-01,9.894366e-01,1.000000e+00,2/11,6.34%,CYP27A1;HSD3B7
prerank,Autophagy,-0.17958523470454388,-0.7024003102900728,9.894260e-01,1.000000e+00,1.000000e+00,40/130,29.98%,RAB39B;CTSD;ULK1;RRAGA;SQSTM1;RUBCN;IGBP1;SNAP29;RHEB;EIF2AK3;WIPI2;NRBF2;RRAS;PTEN;ATG4B;KRAS;ATG4D;CTSL;BECN1;PRKAA1;PIK3R2;ATG16L1;RRAGC;TANK;RRAS2;ATG13;MRAS;ATG7;WIPI1;CFLAR;HRAS;AKT1;HIF1A;RPS6KB2;VAMP8;EIF2S1;RAB33B;MTMR4;PRKCQ;ERN1
prerank,RNA degradation,-0.19787384567329994,-0.6989726673027611,9.565217e-01,9.969275e-01,1.000000e+00,9/70,15.46%,NUDT16;TENT4A;DCP1A;ENO3;EXOSC5;LSM1;EXOSC4;BTG3;DCP1B
prerank,Arginine biosynthesis,-0.26922320950562784,-0.6977937581035445,8.815567e-01,9.903421e-01,1.000000e+00,4/16,18.70%,ARG2;ASS1;GOT1;GPT2
prerank,Ribosome,-0.1759351257221405,-0.6902096922446971,9.938838e-01,9.885935e-01,1.000000e+00,35/130,26.90%,MRPL20;MRPL3;RPL36AL;RPL7A;RPS12;RPL10A;MRPL18;FAU;RPS8;RPL4;RPS9;MRPS12;MRPS11;MRPL32;MRPL16;RPL13;MRPS9;RPL13A;RPS27L;RPLP2;RPL6;MRPS7;RPS4X;RPL37A;RPL12;MRPL21;MRPS18C;RPL3;MRPL28;MRPS2;MRPL10;RPL28;RPL18;RPL32;RPL22
prerank,Fructose and mannose metabolism,-0.23612427841572628,-0.6895587967115872,9.090909e-01,9.817080e-01,1.000000e+00,4/27,9.44%,AKR1B1;AKR1B10;SORD;GFUS
prerank,Mismatch repair,0.2280179169118869,0.68419190212027,9.141414e-01,9.962694e-01,1.000000e+00,5/22,17.88%,MLH3;RFC5;EXO1;RPA3;MSH2
prerank,Amino sugar and nucleotide sugar metabolism,-0.21015986695052186,-0.6806657953534125,9.393939e-01,9.801854e-01,1.000000e+00,18/43,32.03%,NANS;GFUS;CYB5R1;NPL;HEXA;UAP1L1;CYB5R4;FPGT;RENBP;CYB5RL;NAGK;UAP1;PGM3;UXS1;GALT;GNE;FCSK;GALE
prerank,Herpes simplex virus 1 infection,-0.1525870820705586,-0.6759196114565436,1.000000e+00,9.758759e-01,1.000000e+00,103/409,29.85%,ZNF878;EIF4EBP1;ZNF777;ZNF555;ZNF8;RNASEL;SRSF9;ZNF829;HLA-E;ZNF324;JAK2;ZNF230;HLA-A;ZNF665;ZFP57;ZNF763;ZNF19;ZNF224;ZNF101;ZNF212;ZNF563;ZNF17;ITGB3;RHEB;ZNF107;ZNF317;EIF2B2;EIF2AK3;IRAK4;ZNF26;FADD;ZNF543;ZNF791;ZNF429;CCL5;ZNF7;ZNF547;ZNF441;ZNF780B;ZNF460;ZNF773;TP53;HLA-C;BAX;ZNF845;C5;NECTIN2;ZNF713;ITGA5;ZNF316;EIF2B4;ZNF57;ZNF222;PILRB;NECTIN1;ZNF557;HLA-G;ZFP37;ZNF552;ZNF688;NXF1;PIK3R2;EIF2B5;ZNF611;RELA;ZNF430;ZNF554;ZNF85;PML;ZNF273;BID;ZNF226;CASP3;ZNF846;ZNF596;SRSF2;ZNF714;ZNF799;HLA-DMA;ZNF324B;ZFP69B;SRSF8;ZNF584;ZNF551;ZNF333;HLA-F;ZNF34;ZNF93;AKT1;ZNF786;ZNF256;ZNF556;ZNF707;TNFRSF1A;ZNF2;ZNF74;POU2F1;ZNF680;ZNF468;ZNF43;EIF2S1;ZNF182;CHUK
prerank,Ubiquinone and other terpenoid-quinone biosynthesis,0.2862184790037854,0.669492335581666,8.585132e-01,9.984305e-01,1.000000e+00,4/9,24.41%,VKORC1L1;COQ7;VKORC1;COQ3
prerank,Tuberculosis,0.16720989480092271,0.669248219318355,9.794344e-01,9.926420e-01,1.000000e+00,9/101,9.14%,PPP3R1;RFXAP;NFYB;MAPK13;MRC2;TGFB2;MAPK3;CASP9;IFNGR2
prerank,Glyoxylate and dicarboxylate metabolism,-0.22540958500800695,-0.6519690158012799,9.455782e-01,9.810217e-01,1.000000e+00,8/25,30.17%,ACAT2;MDH2;GRHPR;MMUT;GLDC;ACO2;PCCB;SHMT2
prerank,Pantothenate and CoA biosynthesis,-0.2513918246401152,-0.6450842209542273,9.238938e-01,9.767575e-01,1.000000e+00,5/16,25.26%,PANK2;ENPP1;PANK3;ALDH2;ALDH1B1
prerank,Propanoate metabolism,0.19652881016829482,0.6333896606623574,9.569620e-01,1.000000e+00,1.000000e+00,4/30,9.67%,LDHA;ABAT;ALDH6A1;BCKDHA
prerank,Carbohydrate digestion and absorption,0.19677845446938774,0.6251555201221495,9.576060e-01,9.987179e-01,1.000000e+00,7/29,21.76%,HK2;PIK3CB;PLCB2;ATP1B2;ATP1B4;HK1;PLCB3
prerank,Riboflavin metabolism,0.2788797038004839,0.5996048639394372,9.200913e-01,9.998255e-01,1.000000e+00,2/7,13.60%,BLVRB;ENPP3
prerank,Fanconi anemia pathway,0.16593559700389443,0.5862284068206752,9.927007e-01,9.971291e-01,1.000000e+00,13/52,23.91%,POLH;BRIP1;FANCD2;BRCA2;FANCI;RPA3;FANCC;TOP3A;FANCM;POLI;UBE2T;RMI1;ATR
prerank,RIG-I-like receptor signaling pathway,-0.17216121825575625,-0.5688612338642467,9.901478e-01,9.894860e-01,1.000000e+00,9/45,21.94%,RNF125;CASP10;OTUD5;FADD;AZI2;ISG15;MAPK12;RELA;TANK
prerank,Cytosolic DNA-sensing pathway,0.17617191499470686,0.5521826893677644,9.897698e-01,9.969325e-01,1.000000e+00,4/33,12.61%,IKBKE;POLR3B;STING1;POLR3GL
prerank,Citrate cycle (TCA cycle),0.1675151576122657,0.522804637899401,9.926471e-01,9.945635e-01,1.000000e+00,5/28,18.21%,OGDH;DLST;SDHB;SDHC;ACO1
