Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Kaposi sarcoma-associated herpesvirus infection,0.29105653416055244,1.2344541266717997,8.469945e-02,5.009785e-01,1.000000e+00,18/143,10.39%,JUN;CCND1;GNG3;GNG7;PPP3R1;E2F2;NRAS;PDGFB;MAPK13;RCAN1;ICAM1;IKBKE;MAPKAPK2;NFATC2;MAPK3;CASP9;PIK3CB;ZFP36
prerank,VEGF signaling pathway,0.3488376651182164,1.2325102047694159,1.553134e-01,4.964910e-01,1.000000e+00,10/50,11.19%,PPP3R1;NRAS;MAPK13;MAPKAPK2;NFATC2;NOS3;MAPK3;CASP9;PIK3CB;CDC42
prerank,Butanoate metabolism,-0.4567973820235709,-1.2322733451413548,2.113402e-01,5.614215e-01,1.000000e+00,8/18,25.51%,ACAT2;GAD1;OXCT1;ACADS;BDH2;AACS;HMGCS1;ECHS1
prerank,Viral carcinogenesis,0.2830909931530393,1.2316606114190611,7.485030e-02,4.892135e-01,1.000000e+00,40/166,17.64%,H4C3;JUN;CCND1;EGR2;NRAS;SRF;MRPS18B;CCNA2;CDC20;RBL1;MAPKAPK2;CDK1;SCRIB;RASA2;JAK3;CREB3L2;MAPK3;PKM;PIK3CB;CDKN1B;HDAC5;YWHAE;CDC42;RB1;RBL2;YWHAQ;KAT2B;VDAC3;TRAF3;GTF2A1;YWHAG;H4C15;PSMC1;BAK1;IL6ST;HDAC1;TBPL2;EGR3;H4C9;HNRNPK
prerank,Th1 and Th2 cell differentiation,0.34138849450060677,1.2284895155748718,1.272265e-01,4.877613e-01,1.000000e+00,10/55,9.14%,MAML2;JUN;PPP3R1;MAPK13;MAML1;NFATC2;JAK3;IL4R;MAPK3;IFNGR2
prerank,Intestinal immune network for IgA production,-0.5042306302676711,-1.228301005681247,2.231834e-01,5.601714e-01,1.000000e+00,7/12,28.80%,MADCAM1;MAP3K14;CXCL12;TGFB1;HLA-DMA;ITGA4;ICOSLG
prerank,Lysosome,-0.3172498765025116,-1.2260154084856012,1.191950e-01,5.531716e-01,1.000000e+00,52/111,34.75%,CTSD;FUCA1;CTSV;NAGPA;PSAP;MAN2B1;SLC11A1;SUMF1;NAGLU;LAPTM4B;SLC17A5;ATP6V0B;GNPTAB;NEU1;IDUA;AP1G2;SGSH;ARSA;HEXA;ATP6V0D1;FUCA2;CTSH;HYAL2;CTSL;LIPA;GUSB;CD63;TPP1;AP3S1;ACP2;CD68;CTSK;GLB1;CLTCL1;GNS;GALNS;M6PR;AP1G1;DNASE2;AP1S3;HYAL3;AGA;GLA;CTSA;PSAPL1;AP4S1;GNPTG;ATP6V1H;MANBA;TCIRG1;CLTB;LGMN
prerank,Fc gamma R-mediated phagocytosis,0.31285754289372697,1.2245883262252213,1.213720e-01,4.887489e-01,1.000000e+00,16/75,13.41%,MARCKS;INPP5D;PRKCE;ARPC5;ACTR2;ARPC4;WASF2;MARCKSL1;MAPK3;PIP5K1A;PIK3CB;ASAP3;PIP5K1C;CDC42;CRKL;GAB2
prerank,Aminoacyl-tRNA biosynthesis,-0.3777786944448565,-1.2242839757327661,1.691297e-01,5.442083e-01,1.000000e+00,16/44,27.47%,MARS2;SARS1;YARS2;SARS2;PARS2;MTFMT;YARS1;GATC;QRSL1;FARS2;MARS1;GARS1;VARS1;CARS1;GATB;HARS1
prerank,"Parathyroid hormone synthesis, secretion and action",-0.3375492164790472,-1.2163836198227949,1.370079e-01,5.570137e-01,1.000000e+00,8/76,3.11%,MMP24;ARRB1;RXRA;CREB3;HBEGF;GNA11;CREB3L1;ITPR2
prerank,Necroptosis,-0.31566786467310143,-1.2111266913809844,1.236641e-01,5.603405e-01,1.000000e+00,32/111,21.29%,H2AC18;H2AC13;FTL;MACROH2A1;H2AC6;STAT4;JAK2;SQSTM1;CHMP6;H2AC7;CHMP1B;STAT6;H2AC8;H2AJ;CAPN2;FADD;H2AC17;MACROH2A2;TNFRSF10A;H2AC19;PLA2G4B;BAX;HSP90AB1;H2AC11;CHMP7;HSP90AA1;SLC25A5;PGAM5;TNFRSF10B;CHMP4A;PPIA;CHMP4B
prerank,PPAR signaling pathway,0.3391387104537294,1.2104354233271462,1.482412e-01,5.177404e-01,1.000000e+00,9/52,7.41%,AQP7;RXRG;APOA2;FABP2;MMP1;ANGPTL4;SCD5;CYP27A1;APOA1
prerank,Platelet activation,-0.3251127656947967,-1.2093465761126714,1.472000e-01,5.520021e-01,1.000000e+00,19/90,15.83%,F2R;ACTB;P2RY1;ITPR2;TBXAS1;COL1A1;GNAI3;COL3A1;GUCY1A1;ACTG1;GUCY1B1;ITGB3;MYLK;MYL12B;RASGRP1;GNAI1;PLA2G4B;GNAQ;MYL12A
prerank,Progesterone-mediated oocyte maturation,0.30486380140375247,1.2027626439175672,1.473088e-01,5.302822e-01,1.000000e+00,12/82,10.54%,ADCY9;PLK1;MAPK13;CCNA2;CCNB2;CDK1;CDC25C;CDC23;MAPK3;ANAPC1;PIK3CB;CPEB3
prerank,Alcoholism,-0.31196834386762523,-1.2014697898502409,1.340524e-01,5.643731e-01,1.000000e+00,37/120,18.87%,H2BC12;NPY;CREB3;H2BC5;H2AC18;CREB3L1;H2AC13;H2BC4;MACROH2A1;H2BC21;H2AC6;H2BC18;H3C6;GNAI3;SHC2;H3C10;H4C14;H4C8;ATF4;H2AC7;H4C5;H2AC8;H2AJ;H2BC15;H4C12;HAT1;H2AC17;MACROH2A2;GNAI1;H2AC19;KRAS;GNG2;H2AC11;CALM1;GNG8;GRIN2D;GNG11
prerank,Thermogenesis,0.2697501856792453,1.1995818371180567,8.504399e-02,5.295517e-01,1.000000e+00,46/195,17.29%,PRKAA2;ADCY9;COX8A;ZNF516;NRAS;SMARCC1;UQCR11;MAPK13;COX7B;ADRB3;UQCRQ;NDUFS6;COX5A;CREB3L2;KDM3B;COX20;NDUFS5;COA3;UQCRHL;NDUFA1;NDUFB6;ATP5MF;COX6B1;SDHB;ATP5F1E;ADCY10;NDUFB5;COX11;COX16;NDUFAB1;NDUFB1;PRKAB1;PRKAB2;SDHC;COX18;UQCR10;NDUFC2;ATP5PB;ATP5ME;COX6A1;COX5B;DPF3;ADCY6;PRDM16;COX7A2L;PPARGC1A
prerank,Ferroptosis,-0.3874238836342804,-1.1944893262241545,2.277580e-01,5.729872e-01,1.000000e+00,14/35,24.86%,FTL;GCLM;HMOX1;SAT1;MAP1LC3B2;PCBP1;SLC40A1;SLC3A2;LPCAT3;TP53;SLC7A11;ACSL1;NCOA4;ATG7
prerank,Hippo signaling pathway,0.28434211538008697,1.193554602349875,9.550562e-02,5.386289e-01,1.000000e+00,33/137,14.67%,ID1;WNT2;CCND1;BMP6;SMAD7;CTNNA2;DCHS1;DLG4;FZD9;BIRC5;FZD3;SCRIB;ID2;MOB1B;TGFB2;BMP5;FGF1;WNT11;LLGL1;NF2;FZD1;TEAD1;FZD4;YWHAE;BTRC;YWHAQ;PARD6B;YWHAG;TP73;BMP7;LIMD1;SMAD1;AXIN2
prerank,Synaptic vesicle cycle,-0.34659422688368113,-1.1878632551045298,1.895973e-01,5.797853e-01,1.000000e+00,29/51,38.42%,ATP6V1B2;SLC1A1;ATP6V1C2;ATP6V0B;ATP6V1A;ATP6V1G1;ATP6V0D1;SLC6A13;SLC6A2;VAMP2;CACNA1B;ATP6V1F;NSF;RAB3A;NAPA;CLTCL1;ATP6V1E1;ATP6V0E1;STX3;UNC13B;ATP6V1H;TCIRG1;CLTB;ATP6V1D;SLC1A3;ATP6V0A1;DNM1;SLC6A9;STX2
prerank,GABAergic synapse,0.32146331813984835,1.183828690183531,1.554960e-01,5.591724e-01,1.000000e+00,10/58,8.90%,ADCY9;GNG3;GNG7;PLCL1;TRAK2;GLUL;GABRB2;GABRA2;ABAT;GABRE
prerank,Phenylalanine metabolism,0.5474823645046988,1.1821965978560716,2.652582e-01,5.541045e-01,1.000000e+00,2/7,2.12%,MIF;MAOB
prerank,Hematopoietic cell lineage,-0.3878348602354399,-1.1816513171962975,2.194690e-01,5.875008e-01,1.000000e+00,14/31,29.13%,CD24;CD22;IL11;IL6R;ITGB3;ITGA5;CD55;IL3RA;EPOR;HLA-DMA;ITGA1;ITGA4;CD59;KITLG
prerank,Sphingolipid signaling pathway,0.29287180072013635,1.1785110719431982,1.243243e-01,5.550965e-01,1.000000e+00,20/104,15.06%,PPP2R3A;SGPP2;ABCC1;PRKCE;NRAS;MAPK13;S1PR2;NOS3;PPP2R5A;MAPK3;ASAH2;CERS6;PIK3CB;PLCB2;SPTLC3;PPP2R5E;S1PR1;GAB2;DEGS2;PPP2R5B
prerank,Pathways in cancer,0.24713238652289593,1.177813418423304,7.450980e-02,5.476468e-01,1.000000e+00,63/407,11.49%,ADCY9;IGF2;EGLN3;WNT2;JUN;FGF16;CCND1;GNG3;GNG7;SLC2A1;E2F2;LRP5;HEY2;RXRG;CCDC6;NRAS;CTNNA2;SUFU;PDGFB;RBX1;PIM2;CKS2;CCNA2;NCOA3;ALK;GSTT2;GSTM3;ABL1;MMP1;FZD9;BIRC5;EGLN1;NKX3-1;FZD3;ELOB;JAK3;TGFB2;IL4R;PIM1;FGF1;MAPK3;WNT11;CASP9;PTGER3;LRP6;FZD1;LPAR2;IFNGR2;FGF9;COL4A2;LAMC3;DAPK3;FZD4;MGST3;PIK3CB;CDKN1B;PLCB2;LPAR5;CDC42;CAMK2A;FGF7;NOTCH2;RB1
prerank,Staphylococcus aureus infection,0.41819528536355555,1.1767851854255398,2.552693e-01,5.412920e-01,1.000000e+00,6/18,8.65%,KRT32;C4A;C4B;ICAM1;KRT19;MASP1
prerank,Ovarian steroidogenesis,-0.39606418277820743,-1.1739412699031904,2.359932e-01,6.009774e-01,1.000000e+00,10/30,15.25%,AKR1C3;HSD3B2;CYP11A1;HSD17B1;HSD17B7;CYP1A1;LDLR;ACOT1;CYP1B1;PLA2G4B
prerank,Arrhythmogenic right ventricular cardiomyopathy,0.32177953374203727,1.1679510917946128,1.709184e-01,5.584386e-01,1.000000e+00,8/60,6.10%,ACTN3;DSG2;ATP2A3;CACNB1;DSP;CTNNA2;ITGA8;RYR2
prerank,Collecting duct acid secretion,-0.4253239385004712,-1.1670708745462113,2.464029e-01,6.112206e-01,1.000000e+00,6/20,13.69%,ATP6V1B2;CA2;ATP6V1C2;ATP6V1A;ATP6V1G1;ATP6V0D1
prerank,Dilated cardiomyopathy,0.3043659399429413,1.1652151672045288,2.015113e-01,5.574455e-01,1.000000e+00,11/73,8.51%,ADCY9;MYL2;ADRB1;TNNI3;PLN;ATP2A3;CACNB1;ITGA8;RYR2;TGFB2;MYH7
prerank,Ubiquitin mediated proteolysis,0.2771031631509564,1.164794284938387,1.405751e-01,5.499967e-01,1.000000e+00,21/134,14.87%,SOCS3;SOCS1;RBX1;CDC20;ELOB;UBE2N;UBE3C;UBE2E1;CDC23;RHOBTB2;UBE2C;RHOBTB1;ANAPC1;UBE2M;SMURF1;BTRC;CBLB;UBA2;BIRC6;SMURF2;TRAF6
prerank,Gap junction,0.3069088489755203,1.1620383613916885,1.666667e-01,5.498959e-01,1.000000e+00,9/69,8.10%,ADCY9;ADRB1;PDGFD;NRAS;PDGFB;TUBA8;TUBB1;CDK1;MAPK3
prerank,Taurine and hypotaurine metabolism,0.5223853272557946,1.1616670186667923,3.150358e-01,5.425907e-01,1.000000e+00,3/8,4.85%,GADL1;ADO;CDO1
prerank,Estrogen signaling pathway,0.28682246627107566,1.1569753499055448,1.680217e-01,5.475303e-01,1.000000e+00,16/93,10.28%,ADCY9;JUN;HSPA1L;NRAS;KRT32;SHC3;NCOA3;KRT19;FKBP5;GPER1;KCNJ5;CREB3L2;NOS3;MAPK3;PIK3CB;PLCB2
prerank,Glycolysis / Gluconeogenesis,0.3338830704192454,1.1473531167059827,2.506083e-01,5.676086e-01,1.000000e+00,11/41,13.67%,PGK1;ENO1;LDHA;HK2;ENO2;PKM;PGM2;GAPDH;PGM1;GPI;ALDOA
prerank,C-type lectin receptor signaling pathway,0.30297938412205205,1.1450735329412207,2.040816e-01,5.663183e-01,1.000000e+00,11/72,9.79%,JUN;EGR2;PPP3R1;NRAS;MAPK13;IKBKE;MAPKAPK2;NFATC2;MAPK3;PIK3CB;IRF1
prerank,Porphyrin and chlorophyll metabolism,-0.41549806767043884,-1.144624632752816,3.006993e-01,6.760096e-01,1.000000e+00,7/21,17.81%,COX15;HMOX1;MMAB;HCCS;ALAS1;FXN;GUSB
prerank,Acute myeloid leukemia,0.3133891425268173,1.139427905024293,2.315522e-01,5.749905e-01,1.000000e+00,8/56,9.79%,CCND1;NRAS;PIM2;CCNA2;PIM1;MAPK3;DUSP6;PIK3CB
prerank,Epithelial cell signaling in Helicobacter pylori infection,-0.3214688962289241,-1.1327763092077336,2.401316e-01,7.039204e-01,1.000000e+00,18/58,23.44%,F11R;HBEGF;ATP6V1B2;ATP6V1C2;ATP6V0B;IGSF5;ATP6V1A;MAP3K14;ATP6V1G1;ATP6V0D1;CCL5;CSK;PTPRZ1;MAPK12;RELA;ATP6V1F;PAK1;CASP3
prerank,Tyrosine metabolism,0.4288697424579033,1.1322469191221436,2.751196e-01,5.892453e-01,1.000000e+00,2/14,2.12%,MIF;MAOB
prerank,T cell receptor signaling pathway,0.3005875922420372,1.1315843889093649,2.305556e-01,5.830635e-01,1.000000e+00,10/70,13.46%,JUN;PPP3R1;NRAS;MAPK13;NFATC2;MAPK3;PIK3CB;CDC42;PAK2;CBLB
prerank,Pentose phosphate pathway,0.3761551097438131,1.1313579970476637,2.863962e-01,5.757279e-01,1.000000e+00,10/24,19.87%,H6PD;PRPS2;RPIA;PGM2;TKTL1;PGM1;GPI;ALDOA;PFKL;PRPS1
prerank,Phagosome,-0.30464403398790824,-1.129470481145132,2.439024e-01,7.026630e-01,1.000000e+00,25/96,18.25%,THBS1;ACTB;ATP6V1B2;ATP6V1C2;C1R;HLA-E;ATP6V0B;HLA-A;ITGB5;VAMP3;SEC61B;TUBA4A;ACTG1;ATP6V1A;ITGB3;ATP6V1G1;ATP6V0D1;DYNC1I1;HLA-C;TUBB6;ITGA5;CTSL;STX12;CORO1A;HLA-G
prerank,Long-term depression,-0.34645359951290705,-1.1268796158152874,2.602740e-01,6.981099e-01,1.000000e+00,11/43,15.69%,GNA11;ITPR2;GNAI3;GRIA3;GUCY1A1;GUCY1B1;PRKCA;GNAI1;PLA2G4B;KRAS;GNAQ
prerank,Starch and sucrose metabolism,0.3729818056667642,1.1225551649223726,2.847059e-01,5.940310e-01,1.000000e+00,9/23,16.65%,HK2;GYS1;PYGM;AGL;PGM2;PGM1;GPI;ENPP3;TREH
prerank,Ras signaling pathway,0.25863961214275316,1.120408632532749,1.773700e-01,5.925108e-01,1.000000e+00,45/166,21.87%,IGF2;PDGFD;FGF16;GNG3;GNG7;NRAS;PDGFB;SHC3;EFNA5;ABL1;FOXO4;EFNA3;RASA2;INSR;FGF1;MAPK3;FGF9;PIK3CB;CDC42;FGF7;RASA3;PAK2;GAB2;FGF10;RASSF5;VEGFB;GAB1;GRIN2A;GNG10;ANGPT1;RASGRP2;EFNA2;RASA1;ETS1;VEGFA;PLCG1;GNB2;BAD;CALM3;GNB5;MAP2K1;PLD1;VEGFC;RAP1A;NTRK2
prerank,Thyroid hormone signaling pathway,0.2719373208922776,1.1154699721124477,2.376812e-01,5.997175e-01,1.000000e+00,24/111,17.45%,CCND1;SLC2A1;PLN;ATP2A3;RXRG;NRAS;NCOA3;RCAN1;MED1;MAPK3;CASP9;MYH7;PIK3CB;MED13;PLCB2;NOTCH2;KAT2B;RCAN2;PFKFB2;ATP1B2;ATP1B4;HDAC1;SLC9A1;PFKL
prerank,Fatty acid degradation,-0.36240776483156145,-1.1109056933830344,2.816667e-01,7.433275e-01,1.000000e+00,12/33,27.07%,ACAT2;ALDH9A1;ACAA1;ACADS;ACADVL;ALDH2;ADH5;ECI2;ACSL1;ALDH1B1;ECHS1;CPT2
prerank,Hepatitis B,0.26424913271887496,1.1106574080073435,2.071006e-01,6.061754e-01,1.000000e+00,20/133,12.98%,JUN;EGR2;E2F2;NRAS;TAB1;MAPK13;CCNA2;IKBKE;BIRC5;NFATC2;JAK3;CREB3L2;TGFB2;MAPK3;CASP9;PIK3CB;RB1;YWHAQ;VDAC3;TRAF3
prerank,Central carbon metabolism in cancer,0.3037454837008669,1.1095054634205557,2.493639e-01,6.015826e-01,1.000000e+00,9/57,9.79%,SLC2A1;NRAS;PDK1;LDHA;HK2;SLC16A3;MAPK3;PKM;PIK3CB
prerank,Prion disease,0.24678739967917082,1.1045245570892643,1.760797e-01,6.090212e-01,1.000000e+00,44/215,16.50%,SLC25A4;EGR1;PPP3R1;HSPA1L;COX8A;UQCR11;MAPK13;COX7B;PPIF;TUBA8;UQCRQ;NDUFS6;TUBB1;RYR2;COX5A;CREB3L2;NDUFS5;UQCRHL;NDUFA1;MAPK3;CASP9;C7;PIK3CB;NDUFB6;GRIN3B;COX6B1;SDHB;ATP5F1E;NDUFB5;VDAC3;PSMB7;NDUFAB1;NDUFB1;ITPR1;SDHC;NCAM1;PSMC1;UQCR10;NDUFC2;GRIN2A;ATP5PB;COX6A1;COX5B;PSMA2
prerank,Lysine degradation,-0.31764975011465924,-1.103548364253865,2.880259e-01,7.558345e-01,1.000000e+00,18/60,26.98%,ACAT2;KMT2D;PRDM6;ALDH9A1;SUV39H1;AADAT;PIPOX;SETD7;SETD1A;PLOD3;HYKK;ALDH2;COLGALT2;MECOM;ALDH1B1;ECHS1;EZH2;NSD1
prerank,Lipid and atherosclerosis,0.26240827015450724,1.1024563443979098,2.030769e-01,6.076069e-01,1.000000e+00,23/149,11.27%,JUN;PPP3R1;HSPA1L;MIB1;RXRG;NRAS;TAB1;MAPK13;ICAM1;IKBKE;MMP1;ERO1A;NFATC2;NOS3;ABCA1;APOA1;MAPK3;CASP9;NOX1;PIK3CB;PLCB2;CDC42;CAMK2A
prerank,Glutathione metabolism,-0.34022080896543877,-1.0997813950106745,3.088481e-01,7.561224e-01,1.000000e+00,14/43,17.58%,CHAC1;GPX3;GCLM;MGST1;GSTT2B;PRDX6;SMS;GSTP1;GGT7;GSTO2;GSTK1;GGCT;ODC1;PGD
prerank,Retrograde endocannabinoid signaling,0.2748807597980948,1.0995665806720494,2.526316e-01,6.092706e-01,1.000000e+00,23/101,16.85%,ADCY9;GNG3;GNG7;MAPK13;NDUFS6;GABRB2;GABRA2;KCNJ5;NDUFS5;NDUFA1;MAPK3;GABRE;NDUFB6;PLCB2;NDUFB5;NDUFAB1;NDUFB1;ITPR1;GNAO1;NDUFC2;GNG10;GRIA1;ADCY6
prerank,Legionellosis,0.3296300867006879,1.0985362346064649,2.928571e-01,6.050574e-01,1.000000e+00,6/37,8.42%,HSPA1L;SEC22B;RAB1B;BNIP3;HSF1;CASP9
prerank,Focal adhesion,-0.26937928129988853,-1.0913231813842892,2.719424e-01,7.724311e-01,1.000000e+00,37/166,18.20%,ITGA11;COL4A4;THBS1;ACTB;MYL7;LAMC2;PARVA;COL6A3;LAMA1;VTN;MYL5;COL1A1;PDGFRA;COL4A3;CRK;SHC2;TNC;ITGB5;ACTN1;ACTG1;FLNA;ITGB3;CAPN2;MYLK;LAMA5;MYL12B;PTEN;PRKCA;EGF;MYL12A;RELN;FLNB;ITGA5;COL4A5;SPP1;RAP1B;LAMB4
prerank,Glutamatergic synapse,0.27645650122563875,1.086689017789644,2.790698e-01,6.331797e-01,1.000000e+00,24/77,21.76%,ADCY9;GNG3;GNG7;PPP3R1;TRPC1;DLG4;GLUL;DLGAP1;MAPK3;PLCB2;GRIN3B;SHANK3;ITPR1;GNAO1;GRIN2A;GNG10;GRIA1;ADCY6;GNB2;GRIA4;GNB5;HOMER1;PLD1;PLCB3
prerank,Neuroactive ligand-receptor interaction,0.2616650817009064,1.0849052490280229,2.749245e-01,6.310646e-01,1.000000e+00,30/117,13.48%,VIPR2;ADRA2B;TRH;ADRB1;ADRB2;NPW;GPR50;APLN;NTS;GHRH;ADRB3;GABRB2;S1PR2;KISS1R;NPY1R;GABRA2;CORT;PTGER3;GABRE;LPAR2;CHRNB1;GRIN3B;PDYN;ADORA2B;PTGFR;HRH2;S1PR1;NMB;NPY2R;NPFFR2
prerank,p53 signaling pathway,-0.3081801530089802,-1.0810027745556887,3.312203e-01,7.972438e-01,1.000000e+00,21/65,23.44%,THBS1;TP53I3;GADD45G;SESN2;PPM1D;PERP;IGFBP3;SHISA5;SERPINE1;PTEN;CDKN1A;TNFRSF10A;TP53;BAX;AIFM2;CCNG2;TNFRSF10B;GADD45A;PIDD1;BID;CASP3
prerank,Glycosphingolipid biosynthesis,0.3288256112904423,1.0795542479920652,2.906404e-01,6.399037e-01,1.000000e+00,4/34,6.42%,B3GALT2;B4GALT1;B3GALT1;A4GALT
prerank,Arginine and proline metabolism,0.3146429325338072,1.0763316067062292,3.094059e-01,6.420003e-01,1.000000e+00,5/41,6.99%,CKM;MAOB;AGMAT;CKMT2;NOS3
prerank,Basal cell carcinoma,-0.3166188538394334,-1.0743578562687903,3.063973e-01,8.071592e-01,1.000000e+00,13/48,15.29%,FZD5;GADD45G;GLI2;WNT4;FZD2;FZD8;TCF7L1;WNT9A;DVL2;CDKN1A;BMP4;TP53;BAX
prerank,Proteasome,-0.3278914889639956,-1.0733845756348235,3.438538e-01,7.968558e-01,1.000000e+00,23/43,37.03%,PSMB2;PSMD6;PSMA5;PSMC5;PSMB1;PSMC6;PSMD8;ADRM1;PSMD2;PSMC4;PSMA7;PSMB6;PSMD7;PSMC2;PSMB5;POMP;PSME3;PSMA4;PSMD12;PSMB4;PSMD9;PSMD1;PSMD3
prerank,Oxidative phosphorylation,0.2638655543543241,1.0729665879093186,2.760417e-01,6.443469e-01,1.000000e+00,36/107,22.11%,COX8A;UQCR11;COX7B;UQCRQ;NDUFS6;COX5A;NDUFS5;UQCRHL;NDUFA1;NDUFB6;ATP5MF;COX6B1;SDHB;ATP5F1E;NDUFB5;COX11;NDUFAB1;ATP6V0C;NDUFB1;SDHC;UQCR10;NDUFC2;ATP5PB;ATP5ME;COX6A1;COX5B;COX7A2L;ATP5PF;ATP6V1E2;ATP6V0E2;COX6C;NDUFS7;ATP5PO;NDUFC2-KCTD14;NDUFB7;COX7C
prerank,PI3K-Akt signaling pathway,0.23459917624262352,1.069696814202701,2.900000e-01,6.470661e-01,1.000000e+00,43/248,12.01%,PRKAA2;IGF2;PPP2R3A;PDGFD;FGF16;CCND1;GNG3;GNG7;THBS4;NR4A1;NRAS;PDGFB;EFNA5;PKN3;ITGA8;EFNA3;IRS1;GYS1;JAK3;CREB3L2;NOS3;PPP2R5A;INSR;IL4R;FGF1;MAPK3;CASP9;COL2A1;LPAR2;FGF9;MTCP1;COL4A2;LAMC3;PIK3CB;CDKN1B;YWHAE;COL1A2;LPAR5;PPP2R5E;FGF7;RBL2;MCL1;YWHAQ
prerank,Phototransduction,0.42232156405967397,1.0682556365998956,3.544601e-01,6.441849e-01,1.000000e+00,6/12,23.42%,GUCA1B;RGS9;PDE6G;SLC24A1;CALM3;GUCA1A
prerank,Human immunodeficiency virus 1 infection,0.247623831095927,1.065330398898239,2.732558e-01,6.460126e-01,1.000000e+00,41/167,20.64%,JUN;GNG3;GNG7;PPP3R1;NRAS;TAB1;RBX1;MAPK13;CCNB2;CDK1;ELOB;NFATC2;CDC25C;DCAF1;MAPK3;CASP9;CALR;PIK3CB;STING1;BTRC;AP1S1;CRKL;PAK2;ITPR1;CCNB1;GNAO1;TRAF6;B2M;GNG10;BAK1;AP1B1;PLCG1;GNB2;NFKBIA;BAD;CALM3;TAB2;GNB5;FBXW11;MAP2K1;NFATC4
prerank,Axon guidance,0.24546237908553245,1.0639254896272277,2.898089e-01,6.434915e-01,1.000000e+00,45/162,19.01%,LRIG2;PPP3R1;NRAS;UNC5B;MYL9;TRPC1;PLXNA2;EFNA5;TRPC3;EPHA3;ABL1;EFNA3;FZD3;NFATC2;ROBO1;MAPK3;DPYSL2;NTNG2;SEMA4A;PIK3CB;NRP1;SEMA3F;PLXNA4;EPHB4;CDC42;CAMK2A;PARD6B;PAK2;UNC5D;SSH2;EFNB3;BMP7;SRGAP2;PLXNC1;ABLIM1;SSH3;NTN4;BMPR2;RND1;EFNA2;RASA1;RGMA;PLCG1;SEMA6D;EPHA7
prerank,cAMP signaling pathway,0.24810133250363955,1.0555992342653286,3.153153e-01,6.630706e-01,1.000000e+00,21/148,11.27%,ADCY9;VIPR2;JUN;ADRB1;TNNI3;ADRB2;PLN;ATP2A3;MYL9;FXYD1;RYR2;NPY1R;ATP2B4;CREB3L2;MAPK3;HCN4;PTGER3;PIK3CB;GRIN3B;ADCY10;CAMK2A
prerank,Rap1 signaling pathway,0.24455548206820896,1.055556784541828,3.255132e-01,6.560493e-01,1.000000e+00,38/158,18.52%,ID1;ADCY9;PDGFD;FGF16;NRAS;PDGFB;MAPK13;EFNA5;EFNA3;INSR;FGF1;MAPK3;LPAR2;FGF9;PIK3CB;RAPGEF6;PLCB2;LPAR5;CDC42;FGF7;ADORA2B;PARD6B;CRKL;FGF10;RASSF5;VEGFB;GNAO1;GRIN2A;RAPGEF4;ANGPT1;RASGRP2;ADCY6;FARP2;EFNA2;VASP;VEGFA;RAPGEF3;PLCG1
prerank,Retinol metabolism,-0.379516335785377,-1.0547773608826756,3.732877e-01,8.528076e-01,1.000000e+00,10/22,21.71%,CYP2S1;CYP1A1;RDH16;LRAT;CYP3A5;DHRS4L2;DHRS9;RDH11;CYP2C8;ADH5
prerank,Cellular senescence,0.252045074151531,1.0543409975170375,3.363095e-01,6.527811e-01,1.000000e+00,27/141,14.35%,SLC25A4;CCND1;PPP3R1;E2F2;ZFP36L2;NRAS;MAPK13;CCNA2;HIPK3;CCNB2;RBL1;MAPKAPK2;CDK1;NFATC2;TGFB2;MAPK3;MYBL2;PIK3CB;BTRC;RB1;RBL2;ZFP36L1;VDAC3;ITPR1;RASSF5;SIRT1;CCNB1
prerank,Hepatocellular carcinoma,0.2491926504007898,1.0482562799417148,3.546512e-01,6.653168e-01,1.000000e+00,20/142,9.79%,IGF2;WNT2;CCND1;E2F2;LRP5;NRAS;SMARCC1;SHC3;GSTT2;GSTM3;FZD9;FZD3;TGFB2;MAPK3;WNT11;LRP6;FZD1;FZD4;MGST3;PIK3CB
prerank,Pathogenic Escherichia coli infection,-0.2632730762822479,-1.0455831701176197,3.548387e-01,8.736303e-01,1.000000e+00,34/150,21.01%,F2R;CLDN15;BAIAP2L1;CLDN3;CLDN7;ACTB;CLDN1;CLDN4;MYO1D;MYO5B;ARPC3;CYFIP1;ARPC1A;TUBA4A;ACTG1;CYTH2;EZR;IRAK4;FADD;MYO1F;CLDN23;TNFRSF10A;TLR5;BAX;TUBB6;MYH9;SEC24D;ARPC5L;ACTR3;WASL;TMED10;TNFRSF10B;MAPK12;RELA
prerank,Renin secretion,0.30227439369688863,1.0453817693655896,3.884514e-01,6.674708e-01,1.000000e+00,13/45,17.44%,ADRB1;ADRB2;PPP3R1;AQP1;ADRB3;PLCB2;ACE;ITPR1;PDE1B;GUCY1A2;PDE1C;ADCY6;AGT
prerank,GnRH secretion,-0.31194807977033234,-1.044820902336347,3.887097e-01,8.626949e-01,1.000000e+00,7/49,6.21%,ARRB1;HCN3;HCN1;GNA11;ITPR2;HCN2;TRPC4
prerank,Chronic myeloid leukemia,0.2739066678852532,1.0433132451211011,3.654321e-01,6.669501e-01,1.000000e+00,12/74,13.41%,CCND1;E2F2;NRAS;SHC3;ABL1;TGFB2;MAPK3;PIK3CB;CDKN1B;RB1;CRKL;GAB2
